evaluator_id,source_file,reference_movie_id,movie_id,algorithm,algorithm_rank,familiarity,rating,watch_likelihood,preference_score,preference_source,relevance,novelty_score,in_top5
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,26513,subtitles,2,unknown,,1,1,watch_likelihood,2,2,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,101864,tmdb,2,watched,5,,5,rating,3,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,87232,genome_overlap,5,heard,,3,3,watch_likelihood,4,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,59315,genome_overlap,2,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,109487,knn,4,watched,5,,5,rating,3,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,86332,castoverlap,3,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,86332,image_text_similarity,5,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,99861,castoverlap,1,heard,,2,2,watch_likelihood,2,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,108932,knn,5,heard,,2,2,watch_likelihood,1,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,110102,knn,3,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,110102,image_similarity,3,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,110102,image_text_similarity,3,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,110102,weighted_hybrid,2,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,72998,castoverlap,4,watched,5,,5,rating,3,0,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,43744,weighted_hybrid,2,unknown,,4,4,watch_likelihood,5,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,70599,subtitles,5,unknown,,2,2,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,2864,tmdb,5,unknown,,3,3,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,49286,knn,5,heard,,4,4,watch_likelihood,2,1,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,1013,subtitles,4,unknown,,1,1,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,6732,genome_overlap,4,unknown,,4,4,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,83086,genome_overlap,1,watched,4,,4,rating,3,0,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,3325,image_text_similarity,4,unknown,,2,2,watch_likelihood,4,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,2874,genome_overlap,3,unknown,,1,1,watch_likelihood,1,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,5927,genome_overlap,5,unknown,,5,5,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,44225,image_similarity,1,watched,5,,5,rating,2,0,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,44225,image_text_similarity,1,watched,5,,5,rating,2,0,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,44225,weighted_hybrid,3,watched,5,,5,rating,2,0,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,56152,knn,4,watched,5,,5,rating,4,0,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,59725,knn,2,unknown,,4,4,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,78316,image_similarity,2,watched,3,,3,rating,4,0,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,78316,image_text_similarity,2,watched,3,,3,rating,4,0,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,78316,weighted_hybrid,1,watched,3,,3,rating,4,0,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,8362,image_similarity,3,unknown,,2,2,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,8362,image_text_similarity,5,unknown,,2,2,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,1767,subtitles,3,unknown,,2,2,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,47124,castoverlap,2,unknown,,1,1,watch_likelihood,1,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,86846,image_similarity,5,unknown,,4,4,watch_likelihood,4,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,87522,castoverlap,4,unknown,,1,1,watch_likelihood,1,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,5353,tmdb,3,unknown,,1,1,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,2469,subtitles,2,unknown,,1,1,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,53002,image_similarity,4,unknown,,3,3,watch_likelihood,4,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,53002,image_text_similarity,3,unknown,,3,3,watch_likelihood,4,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,53002,weighted_hybrid,5,unknown,,3,3,watch_likelihood,4,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,5836,tmdb,2,unknown,,1,1,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,4664,tmdb,1,unknown,,3,3,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,5299,castoverlap,3,heard,,4,4,watch_likelihood,5,1,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,26380,castoverlap,5,unknown,,5,5,watch_likelihood,5,2,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,45720,knn,3,heard,,5,5,watch_likelihood,4,1,1
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,52975,knn,1,unknown,,3,3,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,52975,genome_overlap,2,unknown,,3,3,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,52975,weighted_hybrid,4,unknown,,3,3,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,1042,castoverlap,1,unknown,,1,1,watch_likelihood,2,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,87188,subtitles,1,unknown,,2,2,watch_likelihood,3,2,0
6,evaluation_20260622_134719_9cc8bdbacdc44bcfbaa1dd21b404e7c9.json,60397,26680,tmdb,4,unknown,,4,4,watch_likelihood,2,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,97921,knn,3,unknown,,5,5,watch_likelihood,4,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,71537,subtitles,2,unknown,,3,3,watch_likelihood,3,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,1380,genome_overlap,4,heard,,3,3,watch_likelihood,3,1,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,7437,genome_overlap,5,unknown,,4,4,watch_likelihood,4,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,1290,tmdb,5,unknown,,2,2,watch_likelihood,2,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,5941,genome_overlap,1,unknown,,5,5,watch_likelihood,4,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,59725,image_similarity,4,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,59725,image_text_similarity,2,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,86833,image_similarity,1,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,86833,image_text_similarity,1,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,86833,weighted_hybrid,2,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,85399,subtitles,5,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,44828,castoverlap,3,unknown,,1,1,watch_likelihood,3,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,50954,tmdb,2,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,6863,genome_overlap,2,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,99007,knn,5,unknown,,1,1,watch_likelihood,1,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,7451,image_text_similarity,4,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,7451,weighted_hybrid,3,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,80549,knn,1,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,80549,image_similarity,5,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,80549,image_text_similarity,5,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,80549,weighted_hybrid,1,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,95199,castoverlap,4,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,95199,weighted_hybrid,4,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,85572,castoverlap,5,unknown,,1,1,watch_likelihood,1,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,95223,image_similarity,3,unknown,,1,1,watch_likelihood,2,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,4601,tmdb,1,unknown,,2,2,watch_likelihood,2,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,4219,subtitles,4,watched,4,,4,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,65193,image_similarity,2,watched,4,,4,rating,4,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,65193,image_text_similarity,3,watched,4,,4,rating,4,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,118496,subtitles,1,watched,5,,5,rating,5,0,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,70643,weighted_hybrid,5,unknown,,4,4,watch_likelihood,4,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,3253,tmdb,3,unknown,,3,3,watch_likelihood,3,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,2485,tmdb,4,unknown,,3,3,watch_likelihood,3,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,88810,castoverlap,2,unknown,,3,3,watch_likelihood,3,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,54290,subtitles,3,unknown,,3,3,watch_likelihood,4,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,106696,knn,2,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,100083,castoverlap,1,unknown,,4,4,watch_likelihood,4,2,0
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,95449,knn,4,watched,5,,5,rating,5,0,1
7,evaluation_20260622_155106_0f5efe6bfc5b4332992319b00851b0b6.json,96588,61255,genome_overlap,3,watched,5,,5,rating,5,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,129830,subtitles,3,unknown,,4,4,watch_likelihood,4,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,115011,castoverlap,2,unknown,,3,3,watch_likelihood,5,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,2355,genome_overlap,1,watched,5,,5,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,33615,image_similarity,3,watched,4,,4,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,33615,image_text_similarity,1,watched,4,,4,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,33615,weighted_hybrid,1,watched,4,,4,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,4306,knn,4,watched,5,,5,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,4306,genome_overlap,4,watched,5,,5,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,8360,knn,1,heard,,4,4,watch_likelihood,4,1,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,48414,image_similarity,2,unknown,,2,2,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,48414,image_text_similarity,3,unknown,,2,2,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,116213,subtitles,5,unknown,,4,4,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,58299,image_text_similarity,4,unknown,,3,3,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,58299,weighted_hybrid,2,unknown,,3,3,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,87105,image_similarity,5,unknown,,2,2,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,32031,castoverlap,1,watched,5,,5,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,4016,genome_overlap,3,watched,5,,5,rating,3,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,102720,tmdb,4,unknown,,3,3,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,102720,castoverlap,4,unknown,,3,3,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,2294,genome_overlap,5,unknown,,3,3,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,62999,image_similarity,4,watched,5,,5,rating,4,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,62999,image_text_similarity,2,watched,5,,5,rating,4,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,62999,weighted_hybrid,4,watched,5,,5,rating,4,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,117430,subtitles,1,unknown,,4,4,watch_likelihood,5,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,119782,subtitles,4,unknown,,1,1,watch_likelihood,2,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,95105,image_text_similarity,5,watched,5,,5,rating,4,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,45074,subtitles,2,unknown,,2,2,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,45074,weighted_hybrid,5,unknown,,2,2,watch_likelihood,3,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,117922,castoverlap,3,unknown,,3,3,watch_likelihood,5,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,117922,image_similarity,1,unknown,,3,3,watch_likelihood,5,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,101142,tmdb,1,unknown,,2,2,watch_likelihood,4,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,45431,weighted_hybrid,3,unknown,,4,4,watch_likelihood,4,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,97172,tmdb,5,unknown,,2,2,watch_likelihood,2,2,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,110655,castoverlap,5,heard,,3,3,watch_likelihood,4,1,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,6539,knn,5,watched,5,,5,rating,2,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,122425,tmdb,2,watched,5,,5,rating,4,0,1
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,4886,knn,2,heard,,3,3,watch_likelihood,4,1,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,4886,genome_overlap,2,heard,,3,3,watch_likelihood,4,1,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,4519,tmdb,3,watched,4,,4,rating,4,0,0
8,evaluation_20260622_201321_5ebcf5bf89204e04b13b78f3c459a0e3.json,5218,6377,knn,3,watched,5,,5,rating,3,0,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,85734,castoverlap,4,unknown,,3,3,watch_likelihood,5,2,1
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,1121,subtitles,1,unknown,,3,3,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2918,knn,1,heard,,4,4,watch_likelihood,4,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2918,genome_overlap,1,heard,,4,4,watch_likelihood,4,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2918,image_similarity,1,heard,,4,4,watch_likelihood,4,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2918,image_text_similarity,2,heard,,4,4,watch_likelihood,4,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2918,weighted_hybrid,3,heard,,4,4,watch_likelihood,4,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,70663,subtitles,4,heard,,2,2,watch_likelihood,3,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,4584,image_text_similarity,5,unknown,,2,2,watch_likelihood,2,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,1259,knn,4,watched,5,,5,rating,5,0,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,1268,genome_overlap,2,heard,,3,3,watch_likelihood,4,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,70050,castoverlap,5,unknown,,3,3,watch_likelihood,2,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2134,castoverlap,1,unknown,,2,2,watch_likelihood,2,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,104218,subtitles,3,heard,,1,1,watch_likelihood,1,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,3160,subtitles,5,heard,,3,3,watch_likelihood,3,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2146,castoverlap,3,unknown,,2,2,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,1270,knn,5,heard,,3,3,watch_likelihood,4,1,1
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2144,castoverlap,2,unknown,,2,2,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2144,genome_overlap,3,unknown,,2,2,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2144,weighted_hybrid,1,unknown,,2,2,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2395,tmdb,3,unknown,,3,3,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,1704,subtitles,2,heard,,4,4,watch_likelihood,2,1,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2145,weighted_hybrid,2,unknown,,3,3,watch_likelihood,2,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,3773,tmdb,2,unknown,,2,2,watch_likelihood,2,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,3210,genome_overlap,4,unknown,,3,3,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,562,tmdb,5,unknown,,3,3,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2797,knn,2,unknown,,3,3,watch_likelihood,2,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,6816,image_similarity,5,unknown,,2,2,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,6816,image_text_similarity,1,unknown,,2,2,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,6816,weighted_hybrid,4,unknown,,2,2,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,4516,image_similarity,4,unknown,,3,3,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,4516,image_text_similarity,4,unknown,,3,3,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,4516,weighted_hybrid,5,unknown,,3,3,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,33138,tmdb,4,unknown,,1,1,watch_likelihood,1,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,4182,image_similarity,2,unknown,,2,2,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,4182,image_text_similarity,3,unknown,,2,2,watch_likelihood,3,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2716,knn,3,heard,,5,5,watch_likelihood,3,1,1
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,2248,genome_overlap,5,heard,,3,3,watch_likelihood,3,1,1
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,111264,image_similarity,3,unknown,,3,3,watch_likelihood,4,2,0
9,evaluation_20260623_051034_000bc5d6a80845a287ba60f861679d9d.json,1968,1285,tmdb,1,heard,,5,5,watch_likelihood,4,1,1
